establecimiento_nombre,provincia_nombre,establecimiento_id,localidad_nombre,departamento_nombre,cp
HOSPITAL PROVINCIAL MISION SAN FRANCISCO DE LAISHI,FORMOSA,10340212147049,SAN FRANCISCO DE LAISHI,LAISHI,3601
HOSPITAL NUESTRA SEÑORA DEL ROSARIO (20),JUJUY,10380072150026,ABRA PAMPA,COCHINOCA,4640
HOSPITAL DR. ALFREDO GARIMALDI,CÓRDOBA,10141612231161,LAS PERDICES,TERCERO ARRIBA,5921
LABORATORIO ANALISIS CLINICOS DR. D. ECHAVE,SANTA FE,51820842385470,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. D. VEROLO,SANTA FE,51820842385473,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. BRICCO,SANTA FE,51820842385476,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. FONTANELLAZ,SANTA FE,51820842385480,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. PASCUAL,SANTA FE,51820842385485,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. PEREZ HERNANDEZ,SANTA FE,51820842385486,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. ROVERI,SANTA FE,51820842385489,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. SANCHEZ,SANTA FE,51820842385491,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. E. SANTA COLOMA,SANTA FE,51820842385492,ROSARIO,ROSARIO,2000
LABORATORIO DE ANALISIS CLINICOS DR. F. CORRALES,SANTA FE,51820842385871,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. F. MARTINEZ,SANTA FE,51820842385497,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. F. ROBLEDO,SANTA FE,51820842385498,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR. H. CAMPANINI,SANTA FE,51820842385508,ROSARIO,ROSARIO,2000
LABORATORIO DE ANALISIS CLINICOS DR. ROKO,ENTRE RÍOS,51300562342561,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
LABORATORIO DE ANALISIS CLINICOS DRES. RAZETTO,ENTRE RÍOS,51300562342568,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
INDABI SA  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300562342586,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
LIGA ARGENTINA DE LUCHA CONTRA EL CANCER - LALCEC,ENTRE RÍOS,50300562342478,GUALEGUAYCHU,GUALEGUAYCHÚ,2820
GOBERNADOR DUVAL,LA PAMPA,50420422153092,GOBERNADOR DUVAL,CURACÓ,8366
ACCION MEDICA.-,MENDOZA,52500282360829,SAN JOSE,GUAYMALLÉN,5519
CAPS CASTAÑEDA (1),JUJUY,50380212150094,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
PUESTO LIPAN DEL MORENO (16),JUJUY,50380982150174,TUMBAYA,TUMBAYA,4618
POLICONSULTORIO LOPEZ ORTS CARLOS ALBERTO,CORRIENTES,50180842339252,ITUZAINGO,ITUZAINGÓ,3302
POLICONSULTORIO DR. JULIO E. CAPDEVILA OULTON,CORRIENTES,50180842339281,ITUZAINGO,ITUZAINGÓ,3302
POLICONSULTORIO DRA. MARIA E. BAEZ,CORRIENTES,50180842339294,ITUZAINGO,ITUZAINGÓ,3302
HOSPITAL ECUADOR,ENTRE RÍOS,10300702142037,ALCARAZ NORTE,LA PAZ,3138
HOSPITAL GREGORIA PEREZ,ENTRE RÍOS,10300702142047,SAN GUSTAVO,LA PAZ,3190
HOSPITAL EL BRACHO,TUCUMÁN,10900142196017,EL BRACHO,CRUZ ALTA,4111
HOSPITAL MARIA AUXILIADORA RANCHILLOS.,TUCUMÁN,10900142196025,RANCHILLOS,CRUZ ALTA,4178
HOSPITAL JUAN B. ALBERDI,TUCUMÁN,10900422196023,JUAN BAUTISTA ALBERDI,JUAN BAUTISTA ALBERDI,4158
HOSPITAL CENTRO DE SALUD BELLA VISTA DR. GUILLERMO SALAZAR,TUCUMÁN,10900562196010,BELLA VISTA,LEALES,4168
HOSPITAL SANTA ROSA DE LEALES,TUCUMÁN,10900562196033,SANTA ROSA DE LEALES,LEALES,4111
HOSPITAL SANTA LUCIA - MONTEROS,TUCUMÁN,10900702196032,SANTA LUCIA,MONTEROS,4134
CENTRO DE SALUD 11 DE OCTUBRE,NEUQUÉN,50580352167135,CENTENARIO,CONFLUENCIA,8309
CENTRO DE SALUD COSTA DE REYES,NEUQUÉN,50580352167084,VISTA ALEGRE NORTE,CONFLUENCIA,8316
CENTRO DE SALUD SARMIENTO II,NEUQUÉN,50580352167112,CENTENARIO,CONFLUENCIA,8309
CENTRO DE SALUD VILLA OBRERA,NEUQUÉN,50580352167129,CENTENARIO,CONFLUENCIA,8309
CENTRO DE SALUD EL CHACAY,NEUQUÉN,50580352167089,PLOTTIER,CONFLUENCIA,8316
CENTRO DE SALUD SOLDADO AGUILA,NEUQUÉN,50580352167092,PLOTTIER,CONFLUENCIA,8316
CENTRO DE SALUD BARRIO LA COSTA,NEUQUÉN,50580912167064,RINCON DE LOS SAUCES,PEHUENCHES,8319
CENTRO DE SALUD BARRIO LA FALDA,NEUQUÉN,50580912167066,RINCON DE LOS SAUCES,PEHUENCHES,8319
CENTRO DE SALUD BARRIO CGT,NEUQUÉN,50581122167076,ZAPALA,ZAPALA ,8340
FUNDACION NUEVOS TIEMPOS,SALTA,13660282374183,SALTA,CAPITAL,4400
MAMOGRAFIA CORRIENTES SRL,CORRIENTES,51180212339464,CORRIENTES,CAPITAL,3400
POLICONSULTORIO COLLANTE MIGUEL ANGEL,CORRIENTES,50180212339245,CORRIENTES,CAPITAL,3400
INSTITUTO DE PSICOPATOLOGIA S.R.L.,JUJUY,13380212350043,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
HOSPITAL MATERNO INFANTIL DR HECTOR QUINTANA,JUJUY,11380212150041,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
CAPS 25 DE MAYO (4),JUJUY,50380422150278,PALPALA,PALPALÁ ,4612
PUESTO ABRA COLORADA (21),JUJUY,50381122150063,YAVI (YAVI),YAVI,4651
CAPS ALBERDI (1),JUJUY,50380212150067,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
PUESTO ALONSO (18),JUJUY,50380942150068,TILCARA,TILCARA,4624
CAPS BELGRANO (7),JUJUY,50380632150078,SAN PEDRO,SAN PEDRO,4500
PUESTO CHAUPI RODEO (19),JUJUY,50380282150100,HUMAHUACA,HUMAHUACA,4630
PUESTO CORAYA (19),JUJUY,50380282150111,HUMAHUACA,HUMAHUACA,4630
CAPS EJERCITO DEL NORTE (7),JUJUY,50380632150121,SAN PEDRO,SAN PEDRO,4500
CENTRO DE SALUD SAN CAYETANO,CHUBUT,50260212129140,COMODORO RIVADAVIA,ESCALANTE,3240
CENTRO DE SALUD RESTINGA ALI,CHUBUT,50260212129134,BARRIO RESTINGA ALI,ESCALANTE,9213
CENTRO DE SALUD LAS FLORES,CHUBUT,50260212229115,BARRIO CASTELLI,ESCALANTE,9213
CENTRO DE SALUD RODRIGUEZ PEÑA,CHUBUT,50260212229137,BARRIO CASTELLI,ESCALANTE,9213
CENTRO DE SALUD MARCELINO REYES,CHUBUT,50260212229119,BARRIO CASTELLI,ESCALANTE,9213
CENTRO DE SALUD STANDART NORTE,CHUBUT,50260212229146,ACCESO NORTE,ESCALANTE,9213
LABORATORIO ANALISIS CLINICOS DRA. A. M. MARINI,SANTA FE,51820842385629,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DRA. B. COLA,SANTA FE,51820422385638,VENADO TUERTO,GENERAL LÓPEZ,2600
LABORATORIO ANALISIS CLINICOS DRA. N. FRANCHINI,SANTA FE,51820842385747,ROSARIO,ROSARIO,2000
SERVICIO ASISTENCIAL DE EMERGENCIA - S.A.E. - S.R.L.,JUJUY,53380212350410,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
NICADPI,CHUBUT,50260772329185,TRELEW,RAWSON,9100
LABORATORIO ANALISIS CLINICOS DRA. S. CASERIO,SANTA FE,51820842385768,ROSARIO,ROSARIO,2000
CLINICA PRIVADA SANATORIO ALBERDI SA,BUENOS AIRES,10060582300437,QUILMES OESTE,QUILMES,1878
CLINICA PRIVADA SANATORIO DOLORES,BUENOS AIRES,10062382300449,DOLORES,DOLORES,7100
INSTITUTO MEDICO PATAGONICO (IMEPA),RÍO NEGRO,10620142370043,CHOELE CHOEL,AVELLANEDA,8360
CENTRO MEDICO MITRE - DRA. KIRA POPOWITCH,FORMOSA,50340142347183,FORMOSA,FORMOSA,3600
HOSPITAL PROVINCIAL GRAN GUARDIA,FORMOSA,10340142147042,GRAN GUARDIA,FORMOSA,3604
HOSPITAL PROVINCIAL VILLA ESCOLAR,FORMOSA,10340212147059,VILLA ESCOLAR,LAISHI,3526
CAPS JOSE ALPEROVICH,TUCUMÁN,50900212196183,LA TRINIDAD,CHICLIGASTA,4151
CAPS AGUA DULCE,TUCUMÁN,50900142196133,RANCHILLOS,CRUZ ALTA,4115
HOSPITAL SANTA ROSA,CORRIENTES,10181752139058,SAUCE,SAUCE,3463
CENTRO DE SALUD PUEBLO LIBERTADOR,CORRIENTES,10180492139003,ESQUINA,ESQUINA,3196
CLINICA VIRASORO,CORRIENTES,10181682339019,GOBERNADOR IGR.VALENTIN VIRASORO,SANTO TOMÉ,3231
SMATA - SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR,FORMOSA,50340142347191,FORMOSA,FORMOSA,3600
EMERGENCIA SALUD S.R.L.,FORMOSA,53340142347221,FORMOSA,FORMOSA,3600
UNIDAD MOVIL VEGA RAMON BLASIDO - MEDICARE S.R.L,FORMOSA,53340142347224,FORMOSA,FORMOSA,3600
UNIDAD MOVIL DE TRASLADO SWEET S.R.L.,FORMOSA,53340142347222,FORMOSA,FORMOSA,3600
HOSPITAL AREA PROGRAMA CAMPO GRANDE,RÍO NEGRO,10620422170010,VILLA MANZANO,GENERAL ROCA,8308
HOSPITAL AREA PROGRAMA CERVANTES,RÍO NEGRO,10620422170012,CERVANTES,GENERAL ROCA,8326
CLINICA S.T.I.A.,SAN LUIS,14740352380038,VILLA MERCEDES,GENERAL PEDERNERA,5730
ESTABLECIMIENTO ASISTENCIAL DR. ANTONIO OLAIZ,LA PAMPA,10420072153014,MIGUEL RIGLOS,ATREUCÓ,6301
P.S. 521 CACHEUTA.-,MENDOZA,50500632157232,CACHEUTA,LUJÁN DE CUYO,5549
C.A.P.S. 060 GENERAL GUTIERREZ.-,MENDOZA,50500702157169,GENERAL GUTIERREZ,MAIPÚ,5511
C.I.C. 907 BARRIO 25 DE MAYO.-,MENDOZA,50500702157199,RODEO DEL MEDIO,MAIPÚ,5529
SISTEMA MEDICO EMPRESARIAL - CENTRO MEDICO LABORAL (SEDE CENTRAL),CABA,50020012315574,COLEGIALES,COMUNA 13,1426
SEFEM - SALUD Y ESTETICA FEMENINA,CABA,50020012315576,LINIERS,COMUNA 9,1408
CENTRO DE ATENCION MEDICA,CORRIENTES,50180212339133,CORRIENTES,CAPITAL,3400
CENTRO DE IMPLANTES DENTALES Y REHABILITACION ORAL C.I.R.O.,CORRIENTES,50180212339138,CORRIENTES,CAPITAL,3400
CENTRO DE MEDICINA INTEGRAL IOSAP,CORRIENTES,50180212339139,CORRIENTES,CAPITAL,3400
HOSPITAL SAMUEL W. ROBINSON,CORRIENTES,10181122139049,MONTE CASEROS,MONTE CASEROS,3220
NEFROLOGIA INTEGRAL S.R.L,FORMOSA,52340142347198,FORMOSA,FORMOSA,3600
LABORATORIO ANALISIS CLINICOS DRES. BERTONE - GRIBAUDO Y OTROS,SANTA FE,51820212385806,RAFAELA,CASTELLANOS,2300
LABORATORIO ANALISIS CLINICOS DR. R. BOTTEGONI,SANTA FE,51821122385577,GOBERNADOR CRESPO,SAN JUSTO,3044
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA,CABA,14020012215305,SAN CRISTOBAL,COMUNA 3,C1232AAC
CENTRO DE SALUD NORTE,BUENOS AIRES,10067562300081,VILLA ADELINA,SAN ISIDRO,1607
HOSPITAL INTERZONAL GENERAL DE AGUDOS EVA PERON,BUENOS AIRES,10063712100230,GENERAL SAN MARTÍN,GENERAL SAN MARTÍN,1650
CENTRO DE SALUD N° 2 BARRIO BARRANQUITAS,SANTA FE,50820212184841,RAFAELA,CASTELLANOS,2300
CENTRO DE SALUD N° 4 VIRGEN DE FATIMA,SANTA FE,50820212184856,RAFAELA,CASTELLANOS,2300
LABORATORIO ANALISIS CLINICOS DRA. E. CALLEGARI,SANTA FE,51820422385657,CAFFERATA,GENERAL LÓPEZ,2643
LABORATORIO ANALISIS CLINICOS DRA. A. TAZIOLI,SANTA FE,51820422385622,CARRERAS,GENERAL LÓPEZ,2729
LABORATORIO ANALISIS CLINICOS DRES. C. BAZAN Y C. CATTINI,SANTA FE,51820422385807,DIEGO DE ALVEAR,GENERAL LÓPEZ,6036
CENTRO DE SALUD BARRIO VILLANI,SANTA FE,50820212184566,FRONTERA,CASTELLANOS,2438
LABORATORIO ANALISIS CLINICOS DR. O. CROVETTA,SANTA FE,51820422385560,ELORTONDO,GENERAL LÓPEZ,2732
LABORATORIO ANALISIS CLINICOS DR. R. BALDARENAS,SANTA FE,51820422385573,ELORTONDO,GENERAL LÓPEZ,2732
CENTRO DE SALUD AURELIA,SANTA FE,50820212184502,AURELIA,CASTELLANOS,2318
CLINICA ESPAÑOL,SANTA FE,10820632384022,SANTA FE,LA CAPITAL,3000
POLICONSULTORIO DR. GUSTAVO H. GOMEZ,CORRIENTES,50180212339280,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DR. LIVIA FELIX JUAN JOSE,CORRIENTES,50180212339282,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DR. LUIS M. DUARTE,CORRIENTES,50180212339284,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DR. QUINTANA HORACIO FABIAN,CORRIENTES,50180212339287,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DRA. ACEVEDO URSULA DEL PILAR,CORRIENTES,50180212339290,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DRA. SUSANA OLGA FERNANDEZ,CORRIENTES,50180212339300,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DRA. NORMA GRACIELA GIMENEZ,CORRIENTES,50180212339296,CORRIENTES,CAPITAL,3400
POLICONSULTORIO DRA. SILVIA M. SPACIUK,CORRIENTES,50180212339299,CORRIENTES,CAPITAL,3400
POLICONSULTORIO MATERNITAS,CORRIENTES,50180212339308,CORRIENTES,CAPITAL,3400
LABORATORIO ANALISIS CLINICOS DR. R. R. TEDESCO,SANTA FE,51820282385595,SANTA TERESA,CONSTITUCIÓN,2111
HOGAR NUESTROS MAYORES,BUENOS AIRES,15065152200950,GRAND BOURG,MALVINAS ARGENTINAS,1615
HOGAR DE ANCIANOS SAN JOSE DE HENDERSON,BUENOS AIRES,15064062200820,HENDERSON,HIPÓLITO YRIGOYEN,6465
CENTRO MEDICO VILLA CE.ME.VI.,SANTA FE,50820282385165,VILLA CONSTITUCION,CONSTITUCIÓN,2919
LABORATORIO ANALISIS CLINICOS DRES. GIOVENALE - GIACOSA Y CANTARUTTI,SANTA FE,51820212385824,SUNCHALES,CASTELLANOS,2322
CENTRO DE MEDICINA TRANSFUSIONAL - BANCO DE SANGRE,SANTA FE,53820842385913,ROSARIO,ROSARIO,2000
CONSULTORIO DR. LUIS ANTONETTI,SANTA FE,50820212385336,RAFAELA,CASTELLANOS,2300
LABORATORIO DE ANALISIS CLINICOS AUADLAB,TUCUMÁN,51900842396582,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE RADIOTERAPIA Y ONCOLOGIA (FUNDACION DR. JOSE GUIDO JALIL),CATAMARCA,52101122324339,SAN ISIDRO,VALLE VIEJO,4707
POLICONSULTORIO ODONTOLOGICO DR. DUARTE,CORRIENTES,50180212339313,CORRIENTES,CAPITAL,3400
LABORATORIO DE ANALISIS CLINICOS - BIOLAB,SANTA CRUZ,51780282383111,EL CALAFATE,LAGO ARGENTINO,9405
SALUD ODONTOLOGICA INTEGRAL S.R.L.,CORRIENTES,50180702339378,GOYA,GOYA,3450
GABINETE DE ENFERMERIA CENTRO DE JUBILADOS LA AMISTAD,SANTA CRUZ,52780212383137,RIO GALLEGOS,GÜER AIKE,9015
HOSPITAL COMUNAL DE TIGRE,BUENOS AIRES,10068052200203,TIGRE,TIGRE,1648
CENTRO DE ESTETICA BARBERAN,CORRIENTES,52180212339470,CORRIENTES,CAPITAL,3400
CENTRO DE TRATAMIENTO CENTA,SANTA CRUZ,52780212383132,RIO GALLEGOS,GÜER AIKE,9400
HOSPITAL MUNICIPAL TOMAS PONSONE DE CORONEL MOLDES,CÓRDOBA,10140982231235,CORONEL MOLDES,RÍO CUARTO,5847
HOSPITAL INMACULADA CONCEPCION ( CAPITAN ARBO S/N),CORRIENTES,10180282139040,CONCEPCION,CONCEPCIÓN,3344
MATERNIDAD SOCIEDAD DE BENEFICENCIA FORMOSA,FORMOSA,12340142347067,FORMOSA,FORMOSA,3600
SALA DE PRIM AUX UNION VECINAL Bº SAN MIGUEL,BUENOS AIRES,50068822106691,ZARATE,ZÁRATE ,2800
CENTRO DE SALUD BARRIO LAS MALVINAS  4 DE JUNIO,CHACO,50221402126147,BARRANQUERAS,SAN FERNANDO,3503
INSTITUTO PSIQUIATRICO DEL LITORAL,CHACO,13221402326095,RESISTENCIA,SAN FERNANDO,3500
CENTRO DE SALUD BARRIO 500 VIV DR. RAMON CARRILLO,CHACO,50221402126166,BARRANQUERAS,SAN FERNANDO,3503
HOSPITAL SAN BERNARDO,SALTA,10660282173065,SALTA,CAPITAL,4400
CONSULTORIOS EXTERNOS  DEL SANATORIO CASTELLI,SANTA FE,50820422385314,VENADO TUERTO,GENERAL LÓPEZ,2600
INSTITUTO DE OJOS DR. GONZALEZ KILIBARDA,SANTA FE,10820842384045,ROSARIO,ROSARIO,2000
NUEVA CLINICA DEL NIÑO DE LA PLATA S.A.,BUENOS AIRES,11064412300529,LA PLATA,LA PLATA,1900
CLINICA RESIDENCIAL MENDOZA,SANTA FE,10820842384051,ROSARIO,ROSARIO,2000
CLINICA DEL NIÑO Y LA FAMILIA,BUENOS AIRES,12063572300541,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
CENTRO MEDICO MEDILAB S.R.L.,SANTA FE,50820842385301,ROSARIO,ROSARIO,2000
CONSULTORIO MEDICO O. S. DEL SINDICATO DE CONFITEROS Y MASITEROS,SANTA FE,50820842785221,ROSARIO,ROSARIO,2000
CENTRO DIAGNOSTICO INTEGRAL NORTE SRL CEDIN,SANTA FE,51820842385407,ROSARIO,ROSARIO,2000
CAPS LOTE HOGAR Nº 3,SAN JUAN,50700842177154,RIVADAVIA,RIVADAVIA,5400
INSTITUTO ODONTOLOGICO CAYETANO TORCIVIA,SAN JUAN,50700282177301,SAN JUAN,CAPITAL,5400
CLINICA DE LA ESPERANZA,CABA,10020012315192,VILLA GENERAL MITRE,COMUNA 11,1416
CIC COLONIA 13,TUCUMÁN,50900772196399,SANTA ANA,RÍO CHICO,4155
CENTRO FULL MEDICINE S.A.,SANTA FE,50820632385084,SANTA FE,LA CAPITAL,3000
CENTRO DE REHABILITACION SIROMA,SANTA FE,50820842385027,ROSARIO,ROSARIO,2000
CENTRO DE TOXICOLOGIA - T.A.S. SRL.,SANTA FE,50820842385017,ROSARIO,ROSARIO,2000
CENTRO MEDICO SINDICAL DEL SMATA 24 DE FEBRERO,SANTA FE,50820842785167,ROSARIO,ROSARIO,2000
CENTRO MEDICO A.M.E.N.,SANTA FE,50820842385068,ROSARIO,ROSARIO,2000
CENTRO MEDICO AMPER,SANTA FE,50820842385071,ROSARIO,ROSARIO,2000
CAPS RIO SECO,TUCUMÁN,50900702196309,RIO SECO,MONTEROS,4174
CENTRO MEDICO BAIGORRIA,SANTA FE,50820842385078,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DR ROMULO FERNANDEZ,SANTA FE,51820632386229,SANTA FE,LA CAPITAL,3000
LABORATORIO DE ANALISIS CLINICOS RAMIREZ ELOISA BEATRIZ,MISIONES,51540282364994,POSADAS (MUNICIPIO DE POSADAS),CAPITAL,3300
CLINICA PRIVADA CORDOBA,CÓRDOBA,10141402331032,LA FRANCIA,SAN JUSTO,2426
HOSPITAL MUNICIPAL DR. AMANCIO RODRIGUEZ ALVAREZ,CÓRDOBA,10141402231187,LA FRANCIA,SAN JUSTO,2426
SANATORIO POLICLINICO S.A,CÓRDOBA,10141402331293,LAS VARILLAS,SAN JUSTO,5940
SANATORIO JOAQUINA O. DE GARCES,CÓRDOBA,10141402331318,LAS VARILLAS,SAN JUSTO,5940
LABORATORIO DE ANALISIS CLINICOS  STEFAÑUK ROSSANA BEATRIZ,MISIONES,51540282365004,POSADAS (MUNICIPIO DE POSADAS),CAPITAL,3300
INSTITUTO DE DIAGNOSTICO ROSARIO SA,SANTA FE,51820842385413,ROSARIO,ROSARIO,2000
INSTITUTO DE ECOGRAFIA DE ROSARIO,SANTA FE,51820842385414,ROSARIO,ROSARIO,2000
CENTRO MEDICO DE TRAUMATOLOGIA Y ORTOPEDIA (DR. BALARINO),SANTA CRUZ,52780212383135,RIO GALLEGOS,GÜER AIKE,9400
ESTABLECIMIENTO SANITARIO PERIFERICO VILLA PARQUE NORTE,CATAMARCA,50100492124136,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,4700
LABORATORIO DE ANALISIS CLINICOS DRAS. M. MARTORANO Y A. ANTON DIAZ,SANTA FE,51820842385881,ROSARIO,ROSARIO,2000
LABORATORIO DE ANALISIS CLINICOS DRAS. M. PALUMBA Y A. FONTANA,SANTA FE,51820842385882,ROSARIO,ROSARIO,2000
HOSPITAL DISTRITAL EL BOBADAL,SANTIAGO DEL ESTERO,10860912192037,EL BOBADAL,JIMÉNEZ,4187
HOSPITAL DISTRITAL POZO HONDO,SANTIAGO DEL ESTERO,10860912192042,POZO HONDO,JIMÉNEZ,4184
HOSPITAL DISTRITAL SAN PEDRO DE GUASAYAN DR. OCTAVIO CARABAJAL,SANTIAGO DEL ESTERO,10860912192035,SAN PEDRO,GUASAYÁN,4238
CAPS BELGRANO,CORRIENTES,50180702139097,GOYA,GOYA,3450
CAPS VILLA VITAL,CORRIENTES,50180702239448,GOYA,GOYA,3450
BUENA VISTA,CORRIENTES,50180702139099,GOYA,GOYA,3450
SALA INDEPENDENCIA,CORRIENTES,50180702239360,GOYA,GOYA,3450
SAN RAMON,CORRIENTES,50180702239385,GOYA,GOYA,3450
SALA CABECERA,CORRIENTES,50180702239349,GOYA,GOYA,3450
CIC NORTE,CORRIENTES,50180702239177,GOYA,GOYA,3450
CIC SUR,CORRIENTES,50180702239179,GOYA,GOYA,3450
SALA ITATI (SANTA LUCIA),CORRIENTES,50180912239361,SANTA LUCIA,LAVALLE,3445
ESTACION SANITARIA ANGELICA LOPEZ,CORRIENTES,50180912139343,LAVALLE,LAVALLE,3445
SALA DE PRIMEROS AUXILIOS NARANJITO,CORRIENTES,50180912139242,GOBERNADOR JUAN E. MARTINEZ,LAVALLE,3445
ESTACION SANITARIA YATAYTICALLE,CORRIENTES,50180912139373,LAVALLE,LAVALLE,3445
CENTRO DE SALUD DR. ARTURO ILLIA,CORRIENTES,50180912139151,LAVALLE,LAVALLE,3445
ALGARROBO,CORRIENTES,50180912139086,LAVALLE,LAVALLE,3443
HOSPITAL  DR. ROSEMBAUM,CORRIENTES,50180912139143,LAVALLE,LAVALLE,3443
CENTRO DE SALUD OSCAR MUNIAGURRIA,CORRIENTES,50180912239157,LAVALLE,LAVALLE,3450
LABORATORIO ANALISIS CLINICOS DRES. M. A. MERCADO Y A. CAPUTI,SANTA FE,51820842385840,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DRES. N. DELORENZI Y V. DE LUISE,SANTA FE,51820842385844,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DRES. O. VILLAFUERTE Y M. MEDINA URIA,SANTA FE,51820842385847,ROSARIO,ROSARIO,2000
LABORATORIO ANALISIS CLINICOS DRES. O. ROVERI - L. CHAMORRO Y E. JALIGNIER,SANTA FE,51820842385848,ROSARIO,ROSARIO,2000
POLICLINICA PRIVADA DE ONCOLOGIA Y TERAPIA LAVALLE,BUENOS AIRES,50060562301713,BAHIA BLANCA,BAHÍA BLANCA,8000
CENTRO DE DIALISIS GAMBRO,BUENOS AIRES,52067602303046,SAN MIGUEL,SAN MIGUEL,1663
CONSULTORIOS EXTER.DE ESPEC.DEL SANATORIO CASTELLI,SANTA FE,50820422385201,VENADO TUERTO,GENERAL LÓPEZ,2600
CLINICA RADIOLOGICA DR. CROPPI,SANTA FE,51820632385406,SANTA FE,LA CAPITAL,3000
HOSPITAL SANTA ROSA ( RUTA NACIONAL 118 KM 62),CORRIENTES,10180282139059,SANTA ROSA,CONCEPCIÓN,3421
CENTRO DE SALUD AREA DE FRONTERA,NEUQUÉN,50580422167058,CHOS MALAL,CHOS MALAL,8316
CENTRO DE SALUD IV DIVISION,NEUQUÉN,50580422167091,CHOS MALAL,CHOS MALAL,8316
PUESTO SANITARIO TAQUIMILAN CENTRO,NEUQUÉN,50580422167115,CHOS MALAL,CHOS MALAL,8316
CENTRO DE SALUD PRIMEROS POBLADORES,NEUQUÉN,50580492167106,JUNIN DE LOS ANDES,HUILICHES,8371
CENTRO DE SALUD CHACRA 30,NEUQUÉN,50580562167080,SAN MARTIN DE LOS ANDES,LÁCAR,8370
CENTRO DE SALUD VAMEP DR. QUIRNO COSTA,NEUQUÉN,50580562167123,SAN MARTIN DE LOS ANDES,LÁCAR,8370
CENTRO DE SALUD EL ARENAL,NEUQUÉN,50580562167088,SAN MARTIN DE LOS ANDES,LÁCAR,8370
CENTRO DE SALUD TIRO FEDERAL,NEUQUÉN,50580562167117,SAN MARTIN DE LOS ANDES,LÁCAR,8370
CENTRO DE SALUD LAS PIEDRITAS,NEUQUÉN,50580702167095,VILLA LA ANGOSTURA,LOS LAGOS,8407
CENTRO DE SALUD LAS MARGARITAS,NEUQUÉN,50580702167094,VILLA LA ANGOSTURA,LOS LAGOS,8407
CENTRO DE SALUD BOUQUET ROLDAN,NEUQUÉN,50580352167078,NEUQUEN,CONFLUENCIA,8300
CENTRO DE SALUD DON BOSCO,NEUQUÉN,50580352167085,NEUQUEN,CONFLUENCIA,8300
CENTRO DE SALUD NUEVA ESPERANZA,NEUQUÉN,50580352167103,NEUQUEN,CONFLUENCIA,8300
CENTRO DE FLEBOLOGIA,SAN JUAN,14700282378077,SAN JUAN,CAPITAL,5400
CENTRO DE SALUD SAN LORENZO SUR,NEUQUÉN,50580352167109,NEUQUEN,CONFLUENCIA,8300
ALGARROBO DEL AGUILA,LA PAMPA,50420632153057,ALGARROBO DEL AGUILA,CHICAL CO,6323
JOSE CURSI,LA PAMPA,50420212153095,ANGUIL,CAPITAL,6326
ARBOL DE LA ESPERANZA,LA PAMPA,50420492153059,ÁRBOL DE LA ESPERANZA,CHALILEO,6323
ARBOL SOLO,LA PAMPA,50420492153060,ARBOL SOLO,CHALILEO,6323
DR. RAMON CARRILLO,LA PAMPA,50421542153083,ATALIVA ROCA,UTRACÁN,6301
PUESTO SANITARIO COLONIA ALPINA (HOSP SELVA),SANTIAGO DEL ESTERO,50861542092246,COLONIA ALPINA,RIVADAVIA,2341
